213.180.203.2 - - [06/Dec/2020:05:59:55 +0300] "GET / HTTP/1.1" 302 682 "-" "Mozilla/5.0 (compatible; YandexMetrika/2.0; +http://yandex.com/bots yabs01)"
13.66.139.14 - - [06/Dec/2020:06:50:10 +0300] "GET /topics/it-poleznyashki/feed HTTP/1.0" 403 1082 "-" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)"
13.66.139.75 - - [06/Dec/2020:06:53:34 +0300] "GET /it-poleznyashki/spravochnik-po-nastroykam-bios.html/feed HTTP/1.1" 403 1102 "-" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)"
13.66.139.75 - - [06/Dec/2020:06:53:35 +0300] "GET /it-poleznyashki/spravochnik-po-nastroykam-bios.html/feed HTTP/1.0" 403 1082 "-" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)"
141.8.142.90 - - [06/Dec/2020:07:01:11 +0300] "GET / HTTP/1.1" 302 682 "-" "Mozilla/5.0 (compatible; YandexMetrika/2.0; +http://yandex.com/bots yabs01)"
213.180.203.184 - - [06/Dec/2020:07:01:12 +0300] "GET / HTTP/1.1" 200 36 "-" "Mozilla/5.0 (compatible; YandexMetrika/2.0; +http://yandex.com/bots yabs01)"
2a00:5ba0:10:2242:3c52:7dff:fee6:7714 - - [06/Dec/2020:07:03:44 +0300] "GET / HTTP/1.1" 200 36 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.79 Safari/537.36"
114.119.134.182 - - [06/Dec/2020:07:13:44 +0300] "GET /nix/xrdp-terminalnyiy-server-linux.html%23respond HTTP/1.1" 404 8745 "-" "Mozilla/5.0 (Linux; Android 7.0;) AppleWebKit/537.36 (KHTML, like Gecko) Mobile Safari/537.36 (compatible; PetalBot;+https://aspiegel.com/petalbot)"
185.87.196.23 - - [06/Dec/2020:07:13:45 +0300] "POST /wp-cron.php?doing_wp_cron=1607228024.9648780822753906250000 HTTP/1.1" 200 - "https://weblampa.ru/wp-cron.php?doing_wp_cron=1607228024.9648780822753906250000" "WordPress/5.4.2; https://weblampa.ru"
82.146.45.47 - - [06/Dec/2020:07:15:15 +0300] "GET / HTTP/1.1" 302 682 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Safari/537.36"
82.146.45.47 - - [06/Dec/2020:07:15:15 +0300] "GET / HTTP/1.1" 200 24770 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Safari/537.36"
82.146.45.47 - - [06/Dec/2020:07:15:16 +0300] "GET /contacts.php HTTP/1.1" 302 682 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Safari/537.36"
82.146.45.47 - - [06/Dec/2020:07:15:17 +0300] "GET /contacts.php HTTP/1.1" 404 8776 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Safari/537.36"
82.146.45.47 - - [06/Dec/2020:07:15:17 +0300] "GET /contacts HTTP/1.1" 302 682 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Safari/537.36"
82.146.45.47 - - [06/Dec/2020:07:15:17 +0300] "GET /contacts HTTP/1.1" 404 8776 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Safari/537.36"
82.146.45.47 - - [06/Dec/2020:07:15:17 +0300] "GET /kontakty.php HTTP/1.1" 302 682 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Safari/537.36"
82.146.45.47 - - [06/Dec/2020:07:15:17 +0300] "GET /kontakty.php HTTP/1.1" 404 8776 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Safari/537.36"
82.146.45.47 - - [06/Dec/2020:07:15:17 +0300] "GET /kontacts HTTP/1.1" 302 682 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Safari/537.36"
82.146.45.47 - - [06/Dec/2020:07:15:17 +0300] "GET /kontacts HTTP/1.1" 404 8776 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Safari/537.36"
82.146.45.47 - - [06/Dec/2020:07:15:18 +0300] "GET /kontakty HTTP/1.1" 302 682 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Safari/537.36"
82.146.45.47 - - [06/Dec/2020:07:15:18 +0300] "GET /kontakty HTTP/1.1" 404 8776 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Safari/537.36"
82.146.45.47 - - [06/Dec/2020:07:15:18 +0300] "GET /contact HTTP/1.1" 302 682 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Safari/537.36"
82.146.45.47 - - [06/Dec/2020:07:15:18 +0300] "GET /contact HTTP/1.1" 404 8776 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Safari/537.36"
82.146.45.47 - - [06/Dec/2020:07:15:18 +0300] "GET /kontacts.html HTTP/1.1" 302 682 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Safari/537.36"
82.146.45.47 - - [06/Dec/2020:07:15:18 +0300] "GET /kontacts.html HTTP/1.1" 404 8776 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Safari/537.36"
82.146.45.47 - - [06/Dec/2020:07:15:18 +0300] "GET /about.html HTTP/1.1" 302 682 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Safari/537.36"
82.146.45.47 - - [06/Dec/2020:07:15:18 +0300] "GET /about.html HTTP/1.1" 404 8776 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Safari/537.36"
82.146.45.47 - - [06/Dec/2020:07:15:19 +0300] "GET /contact.php HTTP/1.1" 302 682 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Safari/537.36"
82.146.45.47 - - [06/Dec/2020:07:15:19 +0300] "GET /contact.php HTTP/1.1" 404 8776 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Safari/537.36"
82.146.45.47 - - [06/Dec/2020:07:15:19 +0300] "GET /kontact.php HTTP/1.1" 302 682 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Safari/537.36"
82.146.45.47 - - [06/Dec/2020:07:15:19 +0300] "GET /kontact.php HTTP/1.1" 404 8776 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Safari/537.36"
82.146.45.47 - - [06/Dec/2020:07:15:19 +0300] "GET /kontact HTTP/1.1" 302 682 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Safari/537.36"
82.146.45.47 - - [06/Dec/2020:07:15:19 +0300] "GET /kontact HTTP/1.1" 404 8776 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Safari/537.36"
82.146.45.47 - - [06/Dec/2020:07:15:19 +0300] "GET /kontacts.php HTTP/1.1" 302 682 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Safari/537.36"
82.146.45.47 - - [06/Dec/2020:07:15:19 +0300] "GET /kontacts.php HTTP/1.1" 404 8776 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Safari/537.36"
82.146.45.47 - - [06/Dec/2020:07:15:20 +0300] "GET /about.php HTTP/1.1" 302 682 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Safari/537.36"
82.146.45.47 - - [06/Dec/2020:07:15:20 +0300] "GET /about.php HTTP/1.1" 404 8776 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Safari/537.36"
82.146.45.47 - - [06/Dec/2020:07:15:20 +0300] "GET /contacts.html HTTP/1.1" 302 682 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Safari/537.36"
82.146.45.47 - - [06/Dec/2020:07:15:20 +0300] "GET /contacts.html HTTP/1.1" 404 8776 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Safari/537.36"
82.146.45.47 - - [06/Dec/2020:07:15:20 +0300] "GET /about HTTP/1.1" 302 682 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Safari/537.36"
82.146.45.47 - - [06/Dec/2020:07:15:20 +0300] "GET /about HTTP/1.1" 404 8776 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Safari/537.36"
82.146.45.47 - - [06/Dec/2020:07:15:20 +0300] "GET /contact.html HTTP/1.1" 302 682 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Safari/537.36"
82.146.45.47 - - [06/Dec/2020:07:15:20 +0300] "GET /contact.html HTTP/1.1" 404 8776 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Safari/537.36"
82.146.45.47 - - [06/Dec/2020:07:15:21 +0300] "GET /kontact.html HTTP/1.1" 302 682 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Safari/537.36"
82.146.45.47 - - [06/Dec/2020:07:15:21 +0300] "GET /kontact.html HTTP/1.1" 404 8776 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Safari/537.36"
82.146.45.47 - - [06/Dec/2020:07:15:21 +0300] "GET /kontakty.html HTTP/1.1" 302 682 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Safari/537.36"
82.146.45.47 - - [06/Dec/2020:07:15:21 +0300] "GET /kontakty.html HTTP/1.1" 404 8776 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Safari/537.36"
78.47.51.219 - - [06/Dec/2020:07:17:00 +0300] "GET /robots.txt HTTP/1.1" 200 206 "-" "Mozilla/5.0 (compatible; um-IC/1.0; mailto: techinfo@ubermetrics-technologies.com; Windows NT 6.1; WOW64; rv:40.0) Gecko/20100101 Firefox/40.1"
78.47.51.219 - - [06/Dec/2020:07:17:00 +0300] "GET /feed HTTP/1.1" 200 36 "-" "Mozilla/5.0 (compatible; um-IC/1.0; mailto: techinfo@ubermetrics-technologies.com; Windows NT 6.1; WOW64; rv:40.0) Gecko/20100101 Firefox/40.1"
185.87.196.23 - - [06/Dec/2020:07:25:03 +0300] "POST /wp-cron.php?doing_wp_cron=1607228702.9725110530853271484375 HTTP/1.1" 200 - "https://weblampa.ru/wp-cron.php?doing_wp_cron=1607228702.9725110530853271484375" "WordPress/5.4.2; https://weblampa.ru"
114.119.157.4 - - [06/Dec/2020:07:25:02 +0300] "GET /i_use_it/protonmail.html%23respond HTTP/1.1" 404 8745 "-" "Mozilla/5.0 (Linux; Android 7.0;) AppleWebKit/537.36 (KHTML, like Gecko) Mobile Safari/537.36 (compatible; PetalBot;+https://aspiegel.com/petalbot)"
168.119.51.156 - - [06/Dec/2020:07:25:34 +0300] "GET /robots.txt HTTP/1.1" 200 206 "-" "Mozilla/5.0 (compatible; um-IC/1.0; mailto: techinfo@ubermetrics-technologies.com; Windows NT 6.1; WOW64; rv:40.0) Gecko/20100101 Firefox/40.1"
168.119.51.156 - - [06/Dec/2020:07:25:34 +0300] "GET /topics/mikrotik/feed HTTP/1.1" 200 4221 "-" "Mozilla/5.0 (compatible; um-IC/1.0; mailto: techinfo@ubermetrics-technologies.com; Windows NT 6.1; WOW64; rv:40.0) Gecko/20100101 Firefox/40.1"
66.249.64.163 - - [06/Dec/2020:07:28:59 +0300] "GET /robots.txt HTTP/1.1" 200 180 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
66.249.64.160 - - [06/Dec/2020:07:28:59 +0300] "GET /favicon.ico HTTP/1.1" 404 1237 "-" "Googlebot-Image/1.0"
5.255.231.75 - - [06/Dec/2020:07:33:00 +0300] "GET / HTTP/1.1" 302 682 "-" "Mozilla/5.0 (compatible; YandexMetrika/2.0; +http://yandex.com/bots yabs01)"
5.45.207.74 - - [06/Dec/2020:07:33:00 +0300] "GET / HTTP/1.1" 200 24770 "-" "Mozilla/5.0 (compatible; YandexMetrika/2.0; +http://yandex.com/bots yabs01)"
66.249.64.163 - - [06/Dec/2020:07:47:25 +0300] "GET /%D0%BE%D1%82%D0%B2%D0%BB%D0%B5%D1%87%D1%91%D0%BD%D0%BD%D0%BE%D0%B5/gxpro-player-7-5.html HTTP/1.1" 200 9993 "-" "Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.96 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
185.87.196.23 - - [06/Dec/2020:07:47:25 +0300] "POST /wp-cron.php?doing_wp_cron=1607230045.8201780319213867187500 HTTP/1.1" 200 - "https://weblampa.ru/wp-cron.php?doing_wp_cron=1607230045.8201780319213867187500" "WordPress/5.4.2; https://weblampa.ru"
185.87.196.23 - - [06/Dec/2020:07:57:23 +0300] "POST /wp-cron.php?doing_wp_cron=1607230642.9850649833679199218750 HTTP/1.1" 200 - "https://weblampa.ru/wp-cron.php?doing_wp_cron=1607230642.9850649833679199218750" "WordPress/5.4.2; https://weblampa.ru"
66.249.64.167 - - [06/Dec/2020:07:57:22 +0300] "GET /win/d1-83-d1-81-d1-82-d0-b0-d0-bd-d0-be-d0-b2-d0-ba-d0-b0-net-framework-3-5-d0-b2-windows-10-d0-be-d1-88-d0-b8-d0-b1-d0-ba-d0-b0-0x800f081f.html HTTP/1.1" 200 10151 "-" "Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.96 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
213.180.203.2 - - [06/Dec/2020:08:03:07 +0300] "GET / HTTP/1.1" 302 682 "-" "Mozilla/5.0 (compatible; YandexMetrika/2.0; +http://yandex.com/bots yabs01)"
141.8.142.90 - - [06/Dec/2020:08:03:07 +0300] "GET / HTTP/1.1" 200 24770 "-" "Mozilla/5.0 (compatible; YandexMetrika/2.0; +http://yandex.com/bots yabs01)"
114.119.158.253 - - [06/Dec/2020:08:10:14 +0300] "GET /%D0%BD%D0%B0%D1%81%D1%82%D1%80%D0%BE%D0%B9%D0%BA%D0%B0-wake-on-wireless-lan-wowlan/ HTTP/1.1" 302 682 "-" "Mozilla/5.0 (Linux; Android 7.0;) AppleWebKit/537.36 (KHTML, like Gecko) Mobile Safari/537.36 (compatible; PetalBot;+https://aspiegel.com/petalbot)"
185.87.196.23 - - [06/Dec/2020:08:15:28 +0300] "POST /wp-cron.php?doing_wp_cron=1607231728.1133201122283935546875 HTTP/1.1" 200 - "https://weblampa.ru/wp-cron.php?doing_wp_cron=1607231728.1133201122283935546875" "WordPress/5.4.2; https://weblampa.ru"
114.119.128.253 - - [06/Dec/2020:08:15:27 +0300] "GET /hardware/raspinovka-razemov-pitaniya-pc.html HTTP/1.1" 200 9758 "-" "Mozilla/5.0 (Linux; Android 7.0;) AppleWebKit/537.36 (KHTML, like Gecko) Mobile Safari/537.36 (compatible; PetalBot;+https://aspiegel.com/petalbot)"
66.249.64.163 - - [06/Dec/2020:08:15:58 +0300] "GET /itil-itsm/instruktsiya-po-zapusku-service-desk-v-organizatsi.html HTTP/1.1" 200 18676 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
185.87.196.23 - - [06/Dec/2020:08:20:21 +0300] "POST /wp-cron.php?doing_wp_cron=1607232021.1022920608520507812500 HTTP/1.1" 200 - "https://weblampa.ru/wp-cron.php?doing_wp_cron=1607232021.1022920608520507812500" "WordPress/5.4.2; https://weblampa.ru"
89.249.132.208 - - [06/Dec/2020:08:20:20 +0300] "GET /it-poleznyashki/nastroyka-wake-on-wireless-lan-wowlan.html HTTP/2" 200 10724 "https://yandex.ru/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.66 Safari/537.36"
89.249.132.208 - - [06/Dec/2020:08:20:22 +0300] "GET /wp-content/cache/minify/348fa.css HTTP/1.1" 200 27963 "https://weblampa.ru/it-poleznyashki/nastroyka-wake-on-wireless-lan-wowlan.html" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.66 Safari/537.36"
89.249.132.208 - - [06/Dec/2020:08:20:22 +0300] "GET /wp-content/cache/minify/75021.css HTTP/1.1" 200 17546 "https://weblampa.ru/it-poleznyashki/nastroyka-wake-on-wireless-lan-wowlan.html" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.66 Safari/537.36"
89.249.132.208 - - [06/Dec/2020:08:20:22 +0300] "GET /wp-content/cache/minify/f6b37.js HTTP/1.1" 200 46427 "https://weblampa.ru/it-poleznyashki/nastroyka-wake-on-wireless-lan-wowlan.html" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.66 Safari/537.36"
89.249.132.208 - - [06/Dec/2020:08:20:22 +0300] "GET /wp-content/uploads/2016/03/Lamplogo1.png HTTP/1.1" 200 9627 "https://weblampa.ru/it-poleznyashki/nastroyka-wake-on-wireless-lan-wowlan.html" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.66 Safari/537.36"
